key1,key2,DEFINED_FOR_INTENSITY_MEASURE_COMPONENT,DEFINED_FOR_INTENSITY_MEASURE_TYPES,DEFINED_FOR_REFERENCE_VELOCITY,DEFINED_FOR_STANDARD_DEVIATION_TYPES,DEFINED_FOR_TECTONIC_REGION_TYPE,REQUIRES_ATTRIBUTES,REQUIRES_DISTANCES,REQUIRES_RUPTURE_PARAMETERS,REQUIRES_SITES_PARAMETERS,__doc__,__init__,DEFINED_FOR_REFERENCE_VELOCITy,REQUIRES_IMTS
openquake.hazardlib.gsim.mcverry_2006,McVerry2006ChchStressDrop,Greater of two horizontal,"['SA', 'PGA']",,"['Inter event', 'Total', 'Intra event']",Active Shallow Crust,[],['rrup'],"['rake', 'hypo_depth', 'in_cshm', 'mag']",['siteclass'],"
    Extend :class:`McVerry2006AscChch` to implement the 'stress drop'
    factors developed in:
    McVerry, G., Gerstenberger, M., Rhoades, D., 2011. ""Evaluation of the
    Z-factor and peak ground accelerations for Christchurch following the
    13 June 2011 earthquake"", GNS Science Report 2011/45, 29p.

    The coefficient table is identical to that in Atkinson, G. and Boore,
    D., (2006), ""Earthquake ground motion prediction equations for eastern
    North America, BSSA, 96(6), 2181-2205, doi:10.1785/0120050245.
    with a stress drop ratio of 1.5
    ","{'self': None, 'kwargs': None}",,
openquake.hazardlib.gsim.megawati_2003,MegawatiEtAl2003,Average Horizontal,"['PGV', 'PGA', 'SA']",,['Total'],Active Shallow Crust,[],"['rhypo', 'azimuth']",['mag'],[],"
    Implements GMPE developed by Megawati, Pan and Koketsu and published in
    2003 as ""Response spectral attenuation relationships for Singapore and the
    Malay Peninsula due to distant Sumatran-fault earthquakes"", Earthquake
    Engineering & Structural Dynamics Volume 32, pages 2241–2265.
    ","{'self': None, 'kwargs': None}",,
openquake.hazardlib.gsim.morikawa_fujiwara_2013,MorikawaFujiwara2013Crustal,Average Horizontal,"['JMA', 'PGV', 'PGA', 'SA']",,['Total'],Active Shallow Crust,[],['rrup'],"['hypo_depth', 'mag']","['vs30', 'z1pt4', 'xvf']","
    Implements the GMM from Morikawa and Fujiwara published as ""A New Ground
    Motion Prediction Equation for Japan Applicable up to M9 Mega-Earthquake"",
    Journal of Disaster Research, Vol.8, No.5, 2013.
    ","{'self': None, 'kwargs': None}",,
openquake.hazardlib.gsim.pankow_pechmann_2004,PankowPechmann2004,Average Horizontal,"['PGV', 'PGA', 'SA']",,['Total'],Active Shallow Crust,[],['rjb'],['mag'],['vs30'],"
    Implements GMPE developed by Kris L. Pankow and James C. Pechmann
    and published as ""The SEA99 Ground-Motion Predictive Relations for
    Extensional Tectonic Regimes: Revisions and a New Peak Ground Velocity
    Relation""
    Bulletin of the Seismological Society of America,
    Vol. 94, No. 1, pp. 341–348, February 2004
    ","{'self': None, 'kwargs': None}",,
openquake.hazardlib.gsim.pezeshk_2011,PezeshkEtAl2011,Average Horizontal (GMRotI50),"['SA', 'PGA']",,['Total'],Stable Shallow Crust,[],['rrup'],['mag'],[],"
    Implements GMPE developed by Shahram Pezeshk, Arash Zandieh
    and Behrooz Tavakoli. Published as ""Hybrid Empirical Ground-Motion
    Prediction Equations for Eastern North America Using NGA Models and
    Updated Seismological Parameters"", 2011, Bulletin of the Seismological
    Society of America, vol. 101, no. 4, 1859 - 1870.
    ","{'self': None, 'kwargs': None}",,
openquake.hazardlib.gsim.pezeshk_2011,PezeshkEtAl2011NEHRPBC,Average Horizontal (GMRotI50),"['SA', 'PGA']",760.0,['Total'],Stable Shallow Crust,[],['rrup'],['mag'],[],"
    Adaptation of Pezeshk et al. (2011) to amplify the ground motions from
    the original hard rock (Vs30 > 2000 m/s) ctx to the NEHRP B/C site class
    using the factors of Atkinson and Adams (2013) (Table 2)
    Note:
    1) Correction at PGA is distance dependent in the original paper. Here
    we use a fixed distance of 20km (factor -0.10)
    2) All periods between 0.05s and PGA are kept constant at -0.10
    3) All periods above 5s are kept constant at 0.00 (no correction)
    ","{'self': None, 'kwargs': None}",,
openquake.hazardlib.gsim.phung_2020,PhungEtAl2020Asc,Average Horizontal,"['SA', 'PGA']",1130.0,"['Inter event', 'Total', 'Intra event']",Active Shallow Crust,[],"['rrup', 'rx', 'rjb']","['rake', 'ztor', 'mag', 'dip']","['z1pt0', 'vs30']","
    Implements Phung et al. (2020) for crustal.
    ","{'self': None, 'region': 'glb', 'aftershocks': False, 'd_dpp': 0}",,
openquake.hazardlib.gsim.raghukanth_iyengar_2007,RaghukanthIyengar2007,Average Horizontal,"['SA', 'PGA']",,['Total'],Stable Shallow Crust,[],['rhypo'],['mag'],['vs30'],"
    Implements GMPE of Raghukanth & Iyengar (2007) for stable continental
    regions of peninsular India.

    This model is intended to be used to predict ground motions in
    peninsular India, a  stable continental region with nonetheless
    significant seismic hazard (see Section 1 ""Introduction"", p. 199 and
    Section 2 ""Seismological model"", p. 200)

    Page number citations in this documentation refer to:

    Raghukanth, S. and Iyengar, R. (2007). Estimation of seismic spectral
    acceleration in peninsular India. Journal of Earth System Science,
    116(3):199–214.
    ","{'self': None, 'kwargs': None}",,
openquake.hazardlib.gsim.raghukanth_iyengar_2007,RaghukanthIyengar2007KoynaWarna,Average Horizontal,"['SA', 'PGA']",,['Total'],Stable Shallow Crust,[],['rhypo'],['mag'],['vs30'],"
    Implements GMPE of Raghukanth & Iyengar (2007) for the Koyna-Warna
    region of India.

    The Koyna-Warna region is defined for the purpose of this GMPE by
    Figure 2. It is approximately a circle of 2° radius centered on 17°N
    75°E.
    ","{'self': None, 'kwargs': None}",,
openquake.hazardlib.gsim.raghukanth_iyengar_2007,RaghukanthIyengar2007Southern,Average Horizontal,"['SA', 'PGA']",,['Total'],Stable Shallow Crust,[],['rhypo'],['mag'],['vs30'],"
    Implements GMPE of Raghukanth & Iyengar (2007) for southern India.

    Southern India is defined for the purpose of this GMPE by Figure 2, p.
    201. It is that part of India which is south of a line from from
    approximately 22°N 72°E to 17°N 83°E and excluding the Koyna-Warna
    region, approximately a circle of 2° radius centered on 17°N 75°E.

    Note that in Table 2(b) coefficient c1 at 0.150 s is inexplicably
    missing the digit before the decimal point. This was assumed to be ""2"".
    ","{'self': None, 'kwargs': None}",,
openquake.hazardlib.gsim.raghukanth_iyengar_2007,RaghukanthIyengar2007WesternCentral,Average Horizontal,"['SA', 'PGA']",,['Total'],Stable Shallow Crust,[],['rhypo'],['mag'],['vs30'],"
    Implements GMPE of Raghukanth & Iyengar (2007) for western-central India.

    Western-central India is defined for the purpose of this GMPE by Figure
    2, p. 201. It is that part of India which is north of a line from from
    approximately 22°N 72°E to 17°N 83°E.
    ","{'self': None, 'kwargs': None}",,
openquake.hazardlib.gsim.rietbrock_2013,RietbrockEtAl2013MagDependent,Average Horizontal,"['PGV', 'PGA', 'SA']",,"['Inter event', 'Total', 'Intra event']",Stable Shallow Crust,[],['rjb'],['mag'],[],"
    Implements the Rietbrock et al (2013) GMPE for the case in which the
    stress parameter is magnitude-dependent (Table 6, Page 65)
    ","{'self': None, 'kwargs': None}",,
openquake.hazardlib.gsim.rietbrock_2013,RietbrockEtAl2013SelfSimilar,Average Horizontal,"['PGV', 'PGA', 'SA']",,"['Inter event', 'Total', 'Intra event']",Stable Shallow Crust,[],['rjb'],['mag'],[],"
    Implements the ground motion prediction equation of Rietbrock et al
    (2013):

    Rietbrock, A., Strasser, F., Edwards, B. (2013) A Stochastic Earthquake
    Ground-Motion Prediction Model for the United Kingdom. Bulletin of the
    Seismological Society of America, 103(1), 57 -77

    The GMPE is derived for the United Kingdom, a low seismicity region.
    Consequently ground motions are generated via numerical simulations using
    a stochastic point-source model, calibrated with parameters derived from
    local weak-motion data. This implementation applies to the case
    when stress drop is considered to be self-similar (i.e. independent
    of magnitude).
    ","{'self': None, 'kwargs': None}",,
openquake.hazardlib.gsim.rietbrock_edwards_2019,RietbrockEdwards2019Low,Average Horizontal,"['PGV', 'PGA', 'SA']",,"['Inter event', 'Total', 'Intra event']",Stable Shallow Crust,[],['rjb'],['mag'],[],,"{'self': None, 'kwargs': None}",,
openquake.hazardlib.gsim.rietbrock_edwards_2019,RietbrockEdwards2019Mean,Average Horizontal,"['PGV', 'PGA', 'SA']",,"['Inter event', 'Total', 'Intra event']",Stable Shallow Crust,[],['rjb'],['mag'],[],"
    Implements the ground motion prediction equation of Rietbrock et al
    (2019):

    Rietbrock, A., Edwards, B. (2019). Update of the UK stochastic ground
    motion model using a decade of broadband data. In Proceedings of the
    2019 SECED conference.
    ","{'self': None, 'kwargs': None}",,
openquake.hazardlib.gsim.rietbrock_edwards_2019,RietbrockEdwards2019Up,Average Horizontal,"['PGV', 'PGA', 'SA']",,"['Inter event', 'Total', 'Intra event']",Stable Shallow Crust,[],['rjb'],['mag'],[],,"{'self': None, 'kwargs': None}",,
openquake.hazardlib.gsim.sabetta_pugliese_1996,SabettaPugliese1996,Greater of two horizontal,"['PGV', 'PGA', 'SA']",,['Total'],Active Shallow Crust,[],['repi'],"['rake', 'mag']",['vs30'],"
    Implements GMPE developed by Sabetta, F., & Pugliese, A. (1996). 
    Estimation of response spectra and simulation of nonstationary earthquake 
    ground motions. Bulletin of the Seismological Society of America, 86(2), 337-352.
    SA are given up to 4 s.
    The regressions are developed considering the largest horizontal component
    and epicentral distance (Table 2 of Sabetta and Pugliese, 1996).
    
    GMPE implemented as adopted in MPS04 (Montaldo et al 2005)
    In this implementation, a convertion function from Mw to Ms/ML is included 
    to be consistent with the other gsims in OQ.
    ","{'self': None, 'kwargs': None}",,
openquake.hazardlib.gsim.sadigh_1997,SadighEtAl1997,Average Horizontal,"['SA', 'PGA']",,['Total'],Active Shallow Crust,[],['rrup'],"['rake', 'mag']",['vs30'],"
    Implements GMPE developed by Sadigh, K., C. -Y. Chang, J. A. Egan,
    F. Makdisi, and R. R. Youngs (1997) and published as ""Attenuation
    relationships for shallow crustal earthquakes based on California
    strong motion data"", Seismological Research Letters, 68(1), 180-189.
    ","{'self': None, 'kwargs': None}",,
openquake.hazardlib.gsim.sandikkaya_akkar_2017,SandikkayaAkkar2017Repi,Average Horizontal,"['IA', 'CAV']",,"['Inter event', 'Total', 'Intra event']",Active Shallow Crust,[],['repi'],"['rake', 'mag']",['vs30'],"
    for repi distance of Table 2
    ","{'self': None, 'kwargs': None}",,
openquake.hazardlib.gsim.sandikkaya_akkar_2017,SandikkayaAkkar2017Rhyp,Average Horizontal,"['IA', 'CAV']",,"['Inter event', 'Total', 'Intra event']",Active Shallow Crust,[],['rhypo'],"['rake', 'mag']",['vs30'],"
    for rhypo distance of Table 2
    ","{'self': None, 'kwargs': None}",,
openquake.hazardlib.gsim.sandikkaya_akkar_2017,SandikkayaAkkar2017Rjb,Average Horizontal,"['IA', 'CAV']",,"['Inter event', 'Total', 'Intra event']",Active Shallow Crust,[],['rjb'],"['rake', 'mag']",['vs30'],"
    Implements ESM GMPE using rjb distances developed by M. Abdullah Sandikkaya
    and Sinan Akkar, published as ""Cumulative Absolute Velocity, Arias
    Intensity and significant duration predictive models from a pan-European
    strong-motion dataset"" (2017, Bulletin of Earthquake Engineering,
    Volume 15, pages 1881 - 1898).
    ","{'self': None, 'kwargs': None}",,
openquake.hazardlib.gsim.sgobba_2020,SgobbaEtAl2020,Average Horizontal,"['SA', 'PGA']",,"['Inter event', 'Total', 'Intra event']",Active Shallow Crust,[],['rjb'],"['hypo_lon', 'mag', 'hypo_lat']","['lat', 'lon']","
    Implements the GMM proposed by Sgobba et al. (2020).
    Warning:
    This GMM is not meant for national models where it would be too slow,
    it is meant for scenario calculations.

    :param event_id:
        A string identifying an event amongst the ones comprised in the
        list available in the file `event.csv`
    :param directionality:
        A boolean
    :param cluster:
        If set to 'None', the OQ Engine finds the corresponding cluster
        using the rupture epicentral location.
        If cluster=0, no cluster correction applied.
        Otherwise, if an integer ID is provided, that
        corresponds to the cluster id (available cluster indexes are 1, 4
        and 5), the corresponding correction id applied.
    ","{'self': None, 'event_id': None, 'directionality': False, 'cluster': None, 'site': False, 'bedrock': False}",,
openquake.hazardlib.gsim.shahjouei_pezeshk_2016,ShahjoueiPezeshk2016,Average Horizontal (RotD50),"['PGV', 'PGA', 'SA']",,['Total'],Stable Shallow Crust,[],['rjb'],['mag'],[],"
    Implements GMPE developed by Alireza Shahjouei and Shahram Pezeshk.
    Published as ""Alternative Hybrid Empirical Ground‐Motion Model for
    Central and Eastern North America Using Hybrid Simulations and
    NGA‐West2 Models"", 2016, Bulletin of the Seismological
    Society of America, vol. 106, no. 2, 734 - 754.
    ","{'self': None, 'kwargs': None}",,
openquake.hazardlib.gsim.sharma_2009,SharmaEtAl2009,Average Horizontal,"['SA', 'PGA']",,['Total'],Active Shallow Crust,[],['rjb'],"['rake', 'mag']",['vs30'],"
    Implements GMPE of Sharma et al. (2009). This GMPE is intended for the
    Indian Himalayas but is based on data from both Zagros in Iran and the
    Himalayas. The combination of these two regions is motivated by the
    sparsity of near field data. Seismotectonic similarity is supposed
    based on both regions being continental collision zones, and in spite
    of the lack of subduction in Zagros.

    Note that Figure 7-9 of Sharma et al. (2009) are in error (Sharma,
    personal communication). This implementation is verified against test
    vector obtained from lead author.

    Support for PGA has been added by assuming it to be equal to the spectral
    acceleration at 0.04 s. This is assumed by the authors in the captions for
    Figures 11-13 anyway.

    Reference:

    Sharma, M. L., Douglas, J., Bungum, H., and Kotadia, J. (2009).
    Ground-motion prediction equations based on data from the Himalayan and
    Zagros regions. *Journal of Earthquake Engineering*, 13(8):1191–1210.
    ","{'self': None, 'kwargs': None}",,
openquake.hazardlib.gsim.si_midorikawa_1999,SiMidorikawa1999Asc,Greater of two horizontal,"['PGV', 'PGA']",,['Total'],Active Shallow Crust,[],['rrup'],"['hypo_depth', 'mag']",['vs30'],"
    Implements GMPE developed by Hongjun Si and Saburoh Midorikawa (1999) as
    described in ""Technical Reports on National Seismic Hazard Maps for Japan""
    (2009, National Research Institute for Earth Science and Disaster
    Prevention, Japan, pages 148-151).
    This class implements the equations for 'Active Shallow Crust'
    (that's why the class name ends with 'Asc').
    ","{'self': None, 'kwargs': None}",,
openquake.hazardlib.gsim.silva_2002,SilvaEtAl2002DoubleCornerSaturation,Average Horizontal,"['SA', 'PGA']",760.0,['Total'],Stable Shallow Crust,[],['rjb'],['mag'],[],"
    This implements the Silva et al. (2002) GMPE for the double corner model
    with saturation as described in the report from Silva, W., N. Gregor and
    R. Darragh (2002), titled ""DEVELOPMENT OF REGIONAL HARD ROCK ATTENUATION
    RELATIONS FOR CENTRAL AND EASTERN NORTH AMERICA"" available at
    www.pacificengineering.org

    For the construction of verification tables - given the unavailability
    of an independent code - we digitized values from figures included in the
    report.
    ","{'self': None, 'kwargs': None}",,
openquake.hazardlib.gsim.silva_2002,SilvaEtAl2002MblgAB1987NSHMP2008,Average Horizontal,"['SA', 'PGA']",760.0,['Total'],Stable Shallow Crust,[],['rjb'],['mag'],[],"
    Implements GMPE developed by Walter Silva, Nick Gregor and Robert Darragh
    and documented in ""Development of regional hard rock attenuation relations
    for central and eastern north America"" (2002). Document available at:
    http://pbadupws.nrc.gov/docs/ML0423/ML042310569.pdf

    This class replicates the algorithm as coded in the subroutine ``getSilva``
    in the ``hazgridXnga2.f`` Fortran code available at:
    http://earthquake.usgs.gov/hazards/products/conterminous/2008/software/

    The class assumes rupture magnitude to be in Mblg scale (given that
    MFDs for central and eastern US are given in this scale). Therefore Mblg is
    converted to Mw using the Atkinson & Boore 1987 conversion equation.

    Coefficients are given for the B/C site conditions.
    ","{'self': None, 'kwargs': None}",,
openquake.hazardlib.gsim.silva_2002,SilvaEtAl2002MblgJ1996NSHMP2008,Average Horizontal,"['SA', 'PGA']",760.0,['Total'],Stable Shallow Crust,[],['rjb'],['mag'],[],"
    Extend :class:`SilvaEtAl2002MblgAB1987NSHMP2008` but uses Johnston
    1996 equation for converting Mblg to Mw.
    ","{'self': None, 'kwargs': None}",,
openquake.hazardlib.gsim.silva_2002,SilvaEtAl2002MwNSHMP2008,Average Horizontal,"['SA', 'PGA']",760.0,['Total'],Stable Shallow Crust,[],['rjb'],['mag'],[],"
    Extend :class:`SilvaEtAl2002MblgAB1987NSHMP2008` but assumes magnitude
    to be in Mw scale, therefore no conversion is applied
    ","{'self': None, 'kwargs': None}",,
openquake.hazardlib.gsim.silva_2002,SilvaEtAl2002SingleCornerSaturation,Average Horizontal,"['SA', 'PGA']",760.0,['Total'],Stable Shallow Crust,[],['rjb'],['mag'],[],"
    This implements the Silva et al. (2002) GMPE for the single corner model
    with saturation.
    ","{'self': None, 'kwargs': None}",,
openquake.hazardlib.gsim.somerville_2001,SomervilleEtAl2001NSHMP2008,Average Horizontal,"['SA', 'PGA']",760.0,['Total'],Stable Shallow Crust,[],['rjb'],['mag'],[],"
    Implements GMPE developed by P. Somerville, N. Collins, N. Abrahamson,
    R. Graves, and C. Saika and documented in ""GROUND MOTION ATTENUATION
    RELATIONS FOR THE CENTRAL AND EASTERN UNITED STATES"" (Final report, June
    30, 2001: Report to U.S. Geological Survey for award 99HQGR0098). This GMPE
    is used by the National Seismic Hazard Mapping Project (NSHMP) for the 2008
    US hazard model.

    Document available at:
    http://earthquake.usgs.gov/hazards/products/conterminous/2002/99HQGR0098.pdf

    This class replicates the algorithm for the Somerville et. al. 2001 GMPE as
    coded in the subroutine ``getSomer`` in the ``hazgridXnga2.f``
    Fortran code available at:
    http://earthquake.usgs.gov/hazards/products/conterminous/2008/software/

    Coefficients are given for the B/C site conditions.
    ","{'self': None, 'kwargs': None}",,
openquake.hazardlib.gsim.somerville_2009,SomervilleEtAl2009NonCratonic,Average Horizontal,"['PGV', 'PGA', 'SA']",800.0,['Total'],Stable Shallow Crust,[],['rjb'],['mag'],[],"
    Implements GMPE developed by P. Somerville, R. Graves, N. Collins, S. G.
    Song, S. Ni, and P. Cummins for Non-Cratonic Australia published in ""Source
    and Ground Motion Models for Australian Earthquakes"", Report to Geoscience
    Australia (2009). Document available at:
    http://www.ga.gov.au/cedda/publications/193?yp=2009
    ","{'self': None, 'kwargs': None}",,
openquake.hazardlib.gsim.somerville_2009,SomervilleEtAl2009NonCratonic_SS14,Average Horizontal,"['PGV', 'PGA', 'SA']",800.0,['Total'],Stable Shallow Crust,[],['rjb'],['mag'],['vs30'],"
    SomervilleEtAl2009NonCratonic model updated to apply the linear and non-linear amplification factors of Sayhan & 
    Stewart (2014) as applied in the Boore et al (2014) NGE-West 2 GMMfor use in Geoscience Australia ShakeMap
    ","{'self': None, 'kwargs': None}",,
openquake.hazardlib.gsim.somerville_2009,SomervilleEtAl2009YilgarnCraton,Average Horizontal,"['PGV', 'PGA', 'SA']",800.0,['Total'],Stable Shallow Crust,[],['rjb'],['mag'],[],"
    Implements GMPE developed by P. Somerville, R. Graves, N. Collins, S. G.
    Song, S. Ni, and P. Cummins for Yilgarn Craton published in ""Source
    and Ground Motion Models for Australian Earthquakes"", Report to Geoscience
    Australia (2009). Document available at:
    http://www.ga.gov.au/cedda/publications/193?yp=2009

    Extends
    :class:`openquake.hazardlib.gsim.somerville_2009.SomervilleEtAl2009NonCratonic`
    because the same functional form is used, only the coefficents differ.
    ","{'self': None, 'kwargs': None}",,
openquake.hazardlib.gsim.somerville_2009,SomervilleEtAl2009YilgarnCraton_SS14,Average Horizontal,"['PGV', 'PGA', 'SA']",800.0,['Total'],Stable Shallow Crust,[],['rjb'],['mag'],['vs30'],"
    SomervilleEtAl2009YilgarnCraton model updated to apply the linear and non-linear amplification factors of Sayhan & 
    Stewart (2014) as applied in the Boore et al (2014) NGE-West 2 GMM for use in Geoscience Australia ShakeMap
    ","{'self': None, 'kwargs': None}",,
openquake.hazardlib.gsim.stewart_2016,BooreEtAl2014,Average Horizontal (RotD50),"['PGV', 'PGA', 'SA']",,"['Inter event', 'Total', 'Intra event']",Active Shallow Crust,[],['rjb'],"['rake', 'mag']",['vs30'],"
    Implements GMPE developed by David M. Boore, Jonathan P. Stewart,
    Emel Seyhan and Gail Atkinson, and published as ""NGA-West2 Equations for
    Predicting PGA, PGV, nd 5 % Damped PGA for Shallow Crustal Earthquakes
    (2014, Earthquake Spectra, Volume 30, No. 3, pages 1057 - 1085).
    ","{'self': None, 'region': 'nobasin', 'sof': True, 'sigma_mu_epsilon': 0.0, 'usgs_basin_scaling': False, 'cybershake_basin_adj': False}",,
openquake.hazardlib.gsim.stewart_2016,StewartEtAl2016,Vertical,"['PGV', 'PGA', 'SA']",,"['Inter event', 'Total', 'Intra event']",Active Shallow Crust,"['region', 'sof']",['rjb'],"['rake', 'mag']",['vs30'],"
    Implements the SBSA15 GMPE by Stewart et al. (2016) for vertical-component
    ground motions from the PEER NGA-West2 Project.

    This model follows the same functional form as in BSSA14 by Boore et
    al. (2014) with minor modifications.

    Note that this is a more updated version than the GMPE described in the
    original PEER Report 2013/24.

    Reference:

    Stewart, J., Boore, D., Seyhan, E., & Atkinson, G. (2016). NGA-West2
    Equations for Predicting Vertical-Component PGA, PGV, and 5%-Damped PSA
    from Shallow Crustal Earthquakes. Earthquake Spectra, 32(2), 1005-1031.
    ","{'self': None, 'region': 'CAL', 'sof': True}",,
openquake.hazardlib.gsim.tavakoli_pezeshk_2005,TavakoliPezeshk2005,Horizontal,"['SA', 'PGA']",,['Total'],Stable Shallow Crust,[],['rrup'],['mag'],[],"
    Implements the GMPE developed by B. Tavakoli and S. Pezeshk in 2005
    and published as ""Empirical-Stochastic Ground-Motion Prediction for
    Eastern North America"" (2005, Bull. Seism. Soc. Am., Volume 95, No. 6,
    pages 2283-2296).
    ","{'self': None, 'kwargs': None}",,
openquake.hazardlib.gsim.tavakoli_pezeshk_2005,TavakoliPezeshk2005MblgAB1987NSHMP2008,Horizontal,"['SA', 'PGA']",760.0,['Total'],Stable Shallow Crust,[],['rrup'],['mag'],[],"
    Extend :class:`TavakoliPezeshk2005` and implements equation as defined
    by the National Seismic Hazard Mapping Project (NSHMP) for the 2008
    US model.

    The class replicates the equation as coded in suroutine ``getTP05`` in
    ``hazgridXnga2.f`` Fortran code available at:
    http://earthquake.usgs.gov/hazards/products/conterminous/2008/software/

    The class assumes rupture magnitude to be in Mblg scale. Therefore Mblg
    is converted to Mw using the Atkinson & Boore 1987 conversion equation.

    Coefficients are given for the B/C site conditions.
    ","{'self': None, 'kwargs': None}",,
openquake.hazardlib.gsim.tavakoli_pezeshk_2005,TavakoliPezeshk2005MblgJ1996NSHMP2008,Horizontal,"['SA', 'PGA']",760.0,['Total'],Stable Shallow Crust,[],['rrup'],['mag'],[],"
    Extend :class:`TavakoliPezeshk2005MblgAB1987NSHMP2008` but uses Johnston
    1996 equation to convert Mblg to Mw
    ","{'self': None, 'kwargs': None}",,
openquake.hazardlib.gsim.tavakoli_pezeshk_2005,TavakoliPezeshk2005MwNSHMP2008,Horizontal,"['SA', 'PGA']",760.0,['Total'],Stable Shallow Crust,[],['rrup'],['mag'],[],"
    Extend :class:`TavakoliPezeshk2005MblgAB1987NSHMP2008` but assumes
    magnitude to be in Mw scale, and therefore no conversion is applied
    ","{'self': None, 'kwargs': None}",,
openquake.hazardlib.gsim.toro_1997,ToroEtAl1997MblgNSHMP2008,Average Horizontal,"['SA', 'PGA']",760.0,['Total'],Stable Shallow Crust,[],['rjb'],['mag'],[],"
    Implements GMPE developed by G. R. Toro, N. A. Abrahamson, J. F. Schneider
    and published in ""Model of Strong Ground Motions from Earthquakes in
    Central and Eastern North America: Best Estimates and Uncertainties""
    (Seismological Research Letters, Volume 68, Number 1, 1997) as utilized
    by the National Seismic Hazard Mapping Project (NSHMP) for the 2008 US
    hazard model.

    This class replicates the algorithm for the Toro et. al. 1997 GMPE as
    coded in the subroutine ``getToro`` in the ``hazgridXnga2.f``
    Fortran code available at:
    http://earthquake.usgs.gov/hazards/products/conterminous/2008/software/

    The class assumes rupture magnitude to be in Mblg scale (given that
    MFDs for central and eastern US are given in this scale).
    The equation implements also the finite-fault correction as given in
    ""Modification of the Toro et al. 1997 Attenuation Equations for Large
    Magnitudes and Short Distances"" (available at:
    http://www.riskeng.com/downloads/attenuation_equations). The correction
    uses Mw. Therefore Mblg is converted to Mw using both the Atkinson & Boore
    1987 and Johnston 1996 conversion equations and an average correction term
    is computed.

    Coefficients are given for the B/C site conditions.
    ","{'self': None, 'kwargs': None}",,
openquake.hazardlib.gsim.toro_1997,ToroEtAl1997MwNSHMP2008,Average Horizontal,"['SA', 'PGA']",760.0,['Total'],Stable Shallow Crust,[],['rjb'],['mag'],[],"
    Extend :class:`ToroEtAl1997MblgNSHMP2008` but assumes magnitude to be in
    Mw scale.

    Coefficients are Mw-specific and no magnitude conversion is considered to
    take into account finite-fault correction.
    ","{'self': None, 'kwargs': None}",,
openquake.hazardlib.gsim.toro_2002,ToroEtAl2002,Average Horizontal,"['SA', 'PGA']",,['Total'],Stable Shallow Crust,[],['rjb'],['mag'],[],"
    Implements GMPE developed by G. R. Toro, N. A. Abrahamson, J. F. Schneider
    and published in ""Model of Strong Ground Motions from Earthquakes in
    Central and Eastern North America: Best Estimates and Uncertainties""
    (Seismological Research Letters, Volume 68, Number 1, 1997) and
    ""Modification of the Toro et al. 1997 Attenuation Equations for Large
    Magnitudes and Short Distances"" (available at:
    http://www.riskeng.com/downloads/attenuation_equations)
    The class implements equations for Midcontinent, based on moment magnitude.
    SA at 3 and 4 s (not supported by the original equations) have been added
    in the context of the SHARE project and they are obtained from SA at 2 s
    scaled by specific factors for 3 and 4 s.
    ","{'self': None, 'kwargs': None}",,
openquake.hazardlib.gsim.toro_2002,ToroEtAl2002SHARE,Average Horizontal,"['SA', 'PGA']",800.0,['Total'],Stable Shallow Crust,[],['rjb'],"['rake', 'mag']",[],,"{'self': None, 'kwargs': None}",,
openquake.hazardlib.gsim.travasarou_2003,TravasarouEtAl2003,Average Horizontal,['IA'],,"['Inter event', 'Total', 'Intra event']",Active Shallow Crust,[],['rrup'],"['rake', 'mag']",['vs30'],"
    Implements the ground motion prediction equation for Arias Intensity
    given by Travasarou et al., (2003):
    Travasarou, T., Bray, J. D. and Abrahamson, N. A. (2003) ""Emprical
    Attenuation Relationship for Arias Intensity"", Earthquake Engineering
    and Structural Dynamics, 32: 1133 - 1155

    Ground motion records are generally taken from active shallow crustal
    regions
    ","{'self': None, 'kwargs': None}",,
openquake.hazardlib.gsim.tromans_2019,TromansEtAl2019,Average Horizontal (RotD50),[],,"['Inter event', 'Total', 'Intra event']",Active Shallow Crust,[],[],['mag'],[],"
    Implements a modifiable GMPE to apply the standard deviation model and
    adjustments described in Tromans et al. (2019), for application to
    a nuclear power plant site in the UK:

    Tromans, I. J., Aldama-Bustos, G., Douglas, J., Lessi-Cheimariou, A.,
    Hunt, S., Davi, M., Musson, R. M. W., Garrard, G., Strasser, F. and
    Robertson, C. (2019) ""Probabilistic seismic hazard assessment for a
    new-build nuclear power plant site in the UK"", Bulletin of Earthquake
    Engineering, 17: 1- 36

    :param gmpe:
        The GMPE for calculation of the medeian ground motion model

    :param string branch:
        The model defines three branches for the different aleatory
        uncertainty models ""lower"", ""central"" and ""upper""

    :param float scaling_factor:
        Factor to scale the median values of the GMPE to account for, for
        example, stress drop uncertainty

    :param bool homoskedastic sigma:
        Determines whether to use the homoskedastic uncertainty model (True)
        or the heteroskedastic model (False)

    :param vskappa:
        Apply vs-kappa adjustment factors defined using a dictionary organised
        by IMT, or else none.

    :param phi_ds2s:
        Adds the phi_ds2s term to the sigma model (True) or retains the
        single station model
    ","{'self': None, 'gmpe_name': None, 'branch': 'central', 'sigma_mu_epsilon': 0.0, 'homoskedastic_sigma': False, 'scaling_factor': None, 'vskappa': None, 'phi_ds2s': True}",,
